customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,communication_type,day_of_month,month,last_contact_duration,num_contacts_in_campaign,num_contacts_prev_campaign,prev_campaign_outcome,term_deposit_subscribed
29.0,services,married,primary,no,-92.0,no,yes,cellular,8,jul,185.0,1.0,0,unknown,0
33.0,self-employed,married,tertiary,no,682.0,yes,no,cellular,28,may,569.0,8.0,0,unknown,0
29.0,blue-collar,married,primary,no,2195.0,no,no,cellular,15,may,460.0,1.0,4,failure,0
34.0,blue-collar,divorced,secondary,no,173.0,yes,no,unknown,13,may,81.0,1.0,0,unknown,0
43.0,admin.,married,secondary,no,324.0,no,no,cellular,19,aug,331.0,3.0,0,unknown,0
49.0,technician,divorced,secondary,no,-406.0,no,yes,cellular,14,jul,156.0,4.0,0,unknown,0
30.0,unknown,single,secondary,no,1519.0,no,yes,cellular,19,nov,964.0,1.0,0,unknown,0
29.0,technician,married,secondary,no,680.0,yes,no,cellular,7,dec,628.0,3.0,0,unknown,1
38.0,unemployed,single,secondary,no,47.0,no,no,cellular,31,jul,32.0,10.0,0,unknown,0
27.0,technician,married,secondary,no,737.0,no,no,cellular,26,may,235.0,1.0,0,unknown,1
29.0,admin.,married,secondary,no,575.0,yes,yes,cellular,18,may,11.0,6.0,0,unknown,0
61.0,unknown,married,unknown,no,650.0,no,no,unknown,19,jun,517.0,1.0,0,unknown,0
39.0,technician,married,tertiary,no,14.0,no,no,unknown,5,jun,183.0,2.0,0,unknown,0
43.0,technician,divorced,tertiary,no,284.0,yes,no,unknown,9,may,175.0,1.0,0,unknown,0
58.0,retired,single,primary,no,608.0,no,no,cellular,19,nov,183.0,1.0,0,unknown,0
32.0,management,single,tertiary,no,1759.0,no,no,cellular,20,aug,185.0,1.0,0,unknown,0
34.0,blue-collar,single,secondary,no,294.0,yes,no,cellular,29,jan,255.0,3.0,4,failure,0
46.0,management,divorced,tertiary,no,652.0,no,yes,cellular,29,jan,239.0,2.0,0,unknown,0
48.0,technician,married,secondary,no,821.0,yes,no,telephone,18,nov,202.0,3.0,8,other,0
32.0,technician,single,tertiary,no,209.0,no,no,cellular,4,aug,43.0,1.0,0,unknown,0
23.0,services,single,secondary,no,378.0,yes,no,unknown,13,may,401.0,1.0,0,unknown,0
34.0,services,married,secondary,no,257.0,yes,yes,cellular,21,nov,572.0,2.0,2,failure,0
49.0,blue-collar,married,secondary,no,2425.0,yes,no,cellular,20,nov,16.0,6.0,16,other,0
33.0,technician,single,secondary,no,115.0,no,no,cellular,20,aug,125.0,2.0,0,unknown,0
46.0,blue-collar,married,primary,no,3060.0,yes,no,unknown,26,may,94.0,4.0,0,unknown,0
32.0,self-employed,single,secondary,no,-1.0,yes,no,cellular,15,jul,356.0,2.0,0,unknown,0
40.0,technician,married,secondary,yes,53.0,yes,no,cellular,21,jul,285.0,1.0,0,unknown,0
30.0,technician,married,tertiary,no,633.0,yes,no,cellular,4,may,336.0,4.0,0,unknown,0
40.43921619182674,admin.,divorced,secondary,no,775.0,no,no,cellular,4,feb,96.0,1.0,0,unknown,0
47.0,management,married,tertiary,no,1790.0,no,no,cellular,10,dec,369.0,1.0,4,failure,0
34.0,blue-collar,married,primary,no,460.0,yes,no,unknown,23,may,213.0,1.0,0,unknown,0
32.0,management,married,tertiary,no,1869.0,yes,no,cellular,24,jun,129.0,1.0,1,failure,0
26.0,management,single,tertiary,no,570.0,yes,no,cellular,18,may,204.0,3.0,0,unknown,0
68.0,retired,divorced,primary,no,823.0,no,no,cellular,28,dec,427.0,1.0,0,unknown,0
29.0,blue-collar,married,secondary,no,1016.0,yes,no,unknown,29,may,509.0,3.0,0,unknown,0
36.0,services,married,secondary,no,1416.0,yes,no,cellular,14,may,83.0,3.0,0,unknown,0
29.0,management,single,tertiary,no,-4.0,no,no,cellular,8,aug,287.0,4.0,0,unknown,0
39.0,management,single,secondary,no,4278.0,yes,no,cellular,19,nov,44.0,1.0,2,other,0
60.0,unemployed,married,secondary,no,4.0,no,no,unknown,3,jul,99.0,1.0,0,unknown,0
27.0,blue-collar,married,primary,no,321.0,yes,no,unknown,5,may,183.0,1.0,0,unknown,0
24.0,blue-collar,single,secondary,no,336.0,yes,no,unknown,26,may,167.0,5.0,0,unknown,0
41.0,technician,divorced,secondary,no,361.0,yes,no,unknown,4,jun,412.0,2.0,0,unknown,0
54.0,management,divorced,tertiary,no,980.0,no,no,unknown,5,jun,151.0,1.0,0,unknown,0
36.0,blue-collar,married,secondary,no,629.0,yes,no,unknown,29,may,470.0,2.0,0,unknown,0
40.43921619182674,technician,single,tertiary,no,1432.0,yes,yes,unknown,18,jun,20.0,20.0,0,unknown,0
41.0,unemployed,married,secondary,no,724.0,yes,no,unknown,14,may,36.0,11.0,0,unknown,0
49.0,entrepreneur,married,secondary,no,14.0,no,yes,cellular,17,jul,77.0,3.0,0,unknown,0
46.0,admin.,married,secondary,no,-316.0,no,no,cellular,18,may,156.0,3.0,0,unknown,0
53.0,management,divorced,tertiary,no,443.0,no,no,cellular,2,feb,151.0,1.0,0,unknown,0
52.0,technician,married,secondary,no,5304.0,yes,no,unknown,19,oct,136.0,1.0,0,unknown,1
40.0,blue-collar,married,secondary,no,221.0,yes,no,cellular,29,jan,216.0,2.0,0,unknown,0
29.0,services,married,secondary,no,181.0,yes,no,cellular,9,feb,33.0,10.0,0,unknown,0
28.0,admin.,married,secondary,no,1598.0,no,no,cellular,9,sep,268.0,1.0,4,success,1
27.0,admin.,married,secondary,no,67.0,yes,no,unknown,16,may,131.0,1.0,0,unknown,0
27.0,technician,single,secondary,no,219.0,yes,no,unknown,13,may,54.0,1.0,0,unknown,0
51.0,entrepreneur,married,tertiary,no,315.0,yes,yes,unknown,19,may,225.0,6.0,0,unknown,0
41.0,blue-collar,married,secondary,no,506.0,yes,no,cellular,20,apr,205.0,1.0,1,failure,0
49.0,management,married,tertiary,no,162.0,no,no,cellular,26,aug,19.0,17.0,0,unknown,0
29.0,management,single,tertiary,no,2802.0,yes,no,cellular,18,may,74.0,1.0,0,unknown,0
33.0,management,single,tertiary,no,55.0,no,no,cellular,29,aug,202.0,2.0,0,unknown,0
45.0,management,divorced,tertiary,no,1224.3788666849166,no,no,cellular,30,jul,275.0,4.0,0,unknown,0
37.0,housemaid,single,secondary,no,1013.0,yes,no,unknown,5,jun,391.0,2.0,0,unknown,0
36.0,blue-collar,married,secondary,no,452.0,no,yes,telephone,10,jul,103.0,6.0,0,unknown,0
45.0,self-employed,married,secondary,no,3279.0,no,no,cellular,21,aug,199.0,4.0,0,unknown,0
54.0,services,divorced,secondary,no,2450.0,no,no,telephone,21,nov,79.0,1.0,1,failure,0
37.0,management,married,tertiary,no,1166.0,no,yes,unknown,17,jun,134.0,3.0,0,unknown,0
39.0,admin.,single,secondary,no,4248.0,yes,no,cellular,13,may,159.0,1.0,0,unknown,0
59.0,housemaid,married,primary,no,2785.0,no,no,cellular,11,aug,601.0,4.0,0,unknown,1
44.0,blue-collar,married,secondary,no,530.0,no,yes,unknown,17,jun,697.0,1.0,0,unknown,0
30.0,unemployed,single,tertiary,no,1613.0,yes,no,unknown,23,may,155.0,2.0,0,unknown,0
33.0,blue-collar,married,secondary,no,608.0,yes,no,unknown,30,may,222.0,1.0,0,unknown,0
33.0,technician,married,tertiary,no,-166.0,yes,no,unknown,2,jun,23.0,5.0,0,unknown,0
41.0,unemployed,married,primary,no,1484.0,yes,no,unknown,13,may,216.0,1.0,0,unknown,0
50.0,management,married,tertiary,no,2637.0,no,no,cellular,1,sep,163.0,1.0,2,failure,1
37.0,services,single,secondary,no,1171.0,yes,no,unknown,16,jun,82.0,2.0,0,unknown,0
44.0,housemaid,married,secondary,no,-174.0,yes,no,unknown,21,may,173.0,2.0,0,unknown,0
34.0,technician,single,secondary,no,468.0,yes,no,unknown,3,jun,377.0,2.0,0,unknown,0
47.0,admin.,divorced,secondary,no,94.0,no,no,unknown,14,jul,11.0,1.0,0,unknown,0
26.0,technician,single,tertiary,no,1215.0,yes,no,cellular,16,apr,487.0,2.0,0,unknown,0
52.0,services,married,secondary,no,423.0,yes,no,cellular,15,apr,148.0,2.0,0,unknown,0
36.0,blue-collar,single,secondary,no,3508.0,yes,no,cellular,8,may,434.0,2.0,0,unknown,0
40.0,blue-collar,married,primary,no,533.0,yes,no,cellular,5,feb,677.0,4.0,0,unknown,0
44.0,blue-collar,married,primary,no,-304.0,yes,no,cellular,5,may,263.0,1.0,0,unknown,0
31.0,services,single,secondary,no,32.0,yes,no,unknown,4,jun,564.0,1.0,0,unknown,1
46.0,management,married,tertiary,no,-2.0,yes,no,cellular,11,may,76.0,2.0,3,failure,0
44.0,management,married,tertiary,no,-3.0,no,yes,cellular,20,aug,480.0,2.0,0,unknown,0
25.0,student,single,secondary,no,102.0,no,no,cellular,13,apr,253.0,5.0,2,success,1
37.0,services,married,secondary,no,923.0,yes,yes,cellular,20,apr,190.0,4.0,0,unknown,0
34.0,management,married,tertiary,no,170.0,no,no,cellular,25,aug,101.0,4.0,0,unknown,0
33.0,management,married,tertiary,no,2308.0,yes,no,cellular,8,jul,264.0,2.0,0,unknown,0
25.0,student,single,tertiary,no,70.0,yes,no,unknown,16,may,471.0,1.0,0,unknown,0
47.0,management,married,secondary,no,27.0,no,no,cellular,29,jan,46.0,3.0,0,unknown,0
59.0,management,married,tertiary,no,260.0,yes,yes,cellular,21,nov,108.0,1.0,0,unknown,0
53.0,services,married,secondary,no,1117.0,yes,no,unknown,15,may,178.0,2.0,0,unknown,0
35.0,blue-collar,married,secondary,no,1659.0,yes,no,cellular,13,apr,202.0,3.0,1,failure,0
50.0,unemployed,married,tertiary,no,1629.0,yes,no,cellular,22,jul,174.0,4.0,0,unknown,0
63.0,management,married,tertiary,no,5115.0,no,no,telephone,19,oct,909.0,7.0,11,other,1
47.0,management,divorced,tertiary,no,402.0,no,no,cellular,2,apr,99.0,6.0,0,unknown,0
45.0,blue-collar,married,primary,no,-296.0,yes,no,cellular,18,nov,70.0,1.0,0,unknown,0
37.0,blue-collar,divorced,secondary,no,221.0,yes,no,cellular,15,may,157.0,4.0,0,unknown,0
37.0,blue-collar,single,secondary,no,319.0,yes,no,cellular,7,may,202.0,1.0,0,unknown,0
55.0,self-employed,married,tertiary,no,-365.0,yes,no,unknown,5,may,363.0,1.0,0,unknown,0
53.0,technician,married,secondary,no,5.0,yes,yes,cellular,4,feb,70.0,1.0,3,failure,0
30.0,management,married,tertiary,no,1601.0,no,no,cellular,21,nov,63.0,3.0,0,unknown,0
38.0,services,married,secondary,no,1674.0,yes,yes,cellular,4,feb,140.0,1.0,2,other,0
38.0,technician,married,secondary,no,796.0,no,no,cellular,31,jul,114.0,6.0,0,unknown,0
31.0,unemployed,married,tertiary,no,469.0,no,no,cellular,28,aug,85.0,11.0,0,unknown,0
47.0,services,single,secondary,no,71.0,no,no,unknown,8,may,155.0,2.0,0,unknown,0
28.0,admin.,married,tertiary,no,324.0,no,no,cellular,11,aug,101.0,3.0,0,unknown,0
40.0,admin.,divorced,secondary,no,219.0,yes,yes,cellular,12,may,98.0,2.0,0,unknown,0
56.0,retired,married,tertiary,no,51.0,no,no,telephone,29,jul,556.0,2.0,0,unknown,0
40.43921619182674,services,married,secondary,no,-236.0,yes,no,cellular,24,jul,73.0,1.0,0,unknown,0
39.0,self-employed,married,primary,no,43.0,no,no,cellular,11,jul,266.0,3.0,0,unknown,0
30.0,management,single,tertiary,no,50.0,yes,no,cellular,19,nov,300.0,5.0,0,unknown,0
25.0,blue-collar,single,secondary,no,-8.0,yes,no,unknown,13,may,90.0,1.0,0,unknown,0
26.0,management,married,tertiary,no,447.0,no,no,cellular,4,aug,161.0,1.0,2,failure,0
46.0,unemployed,single,secondary,no,3943.0,no,no,cellular,28,jan,249.0,1.0,0,unknown,0
33.0,admin.,married,secondary,no,5274.0,no,no,unknown,16,jun,128.0,8.0,0,unknown,0
40.43921619182674,management,divorced,tertiary,no,3750.0,yes,no,cellular,18,aug,208.0,2.0,2,failure,0
22.0,blue-collar,single,secondary,no,381.0,no,no,cellular,15,jul,1417.0,4.0,0,unknown,0
47.0,technician,married,secondary,no,901.0,no,no,cellular,12,aug,87.0,1.0,1,success,0
27.0,unemployed,married,tertiary,no,-4.0,yes,no,cellular,18,nov,753.0,1.0,0,unknown,0
40.0,management,married,unknown,no,4.0,yes,no,cellular,29,jul,56.0,4.0,0,unknown,0
35.0,technician,married,secondary,no,137.0,yes,yes,unknown,6,jun,55.0,13.0,0,unknown,0
36.0,blue-collar,married,secondary,no,622.0,yes,no,unknown,21,may,157.0,1.0,0,unknown,0
52.0,admin.,single,secondary,no,546.0,yes,no,unknown,7,may,243.0,1.0,0,unknown,0
27.0,blue-collar,married,secondary,no,9.0,yes,yes,cellular,10,jul,624.0,1.0,0,unknown,1
33.0,unemployed,single,secondary,yes,-125.0,no,no,cellular,19,nov,179.0,1.0,0,unknown,0
37.0,self-employed,single,tertiary,no,984.0,no,no,unknown,6,jun,340.0,1.0,0,unknown,0
36.0,blue-collar,married,secondary,no,-38.0,no,yes,cellular,2,feb,535.0,2.0,2,other,0
37.0,management,married,tertiary,no,327.0,yes,no,cellular,22,may,548.0,7.0,0,unknown,0
34.0,management,married,tertiary,no,-2.0,yes,no,unknown,2,jun,1574.0,3.0,0,unknown,0
34.0,technician,single,secondary,no,-238.0,yes,no,cellular,15,may,27.0,7.0,0,unknown,0
42.0,blue-collar,married,secondary,no,234.0,yes,no,unknown,12,may,615.0,1.0,0,unknown,0
48.0,management,married,tertiary,no,622.0,yes,no,cellular,7,may,51.0,2.0,3,failure,0
31.0,management,married,tertiary,no,1023.0,yes,no,cellular,18,may,84.0,2.0,1,failure,0
27.0,technician,single,secondary,no,955.0,no,no,cellular,9,jul,161.0,5.0,0,unknown,0
31.0,management,married,tertiary,no,2348.0,no,no,cellular,14,aug,119.0,5.0,0,unknown,0
31.0,management,married,tertiary,no,1751.0,yes,no,telephone,14,may,89.0,3.0,0,unknown,0
45.0,admin.,married,unknown,no,2118.0,yes,no,unknown,20,jun,0.0,3.0,0,unknown,0
47.0,admin.,married,secondary,no,282.0,no,no,cellular,6,feb,10.0,5.0,0,unknown,0
24.0,management,single,tertiary,no,1837.0,no,no,cellular,3,feb,435.0,2.0,0,unknown,0
57.0,unemployed,divorced,secondary,no,725.0,no,yes,cellular,9,feb,55.0,2.0,0,unknown,0
47.0,entrepreneur,married,secondary,no,2.0,no,no,unknown,19,jun,581.0,2.0,0,unknown,0
36.0,admin.,divorced,secondary,no,1088.0,no,no,cellular,11,mar,90.0,7.0,0,unknown,1
38.0,management,single,secondary,no,2647.0,no,no,cellular,19,aug,200.0,7.0,0,unknown,0
48.0,blue-collar,married,primary,no,2641.0,no,no,cellular,13,aug,325.0,2.0,0,unknown,0
59.0,management,divorced,tertiary,no,7812.0,yes,no,cellular,21,nov,69.0,1.0,0,unknown,0
45.0,housemaid,single,primary,no,28.0,no,no,cellular,31,jul,30.0,2.0,0,unknown,0
55.0,management,married,tertiary,no,1.0,no,no,cellular,17,nov,175.0,1.0,0,unknown,0
45.0,management,married,tertiary,no,2958.0,no,no,unknown,5,jun,87.0,1.0,0,unknown,0
32.0,blue-collar,married,secondary,no,724.0,yes,no,unknown,12,jun,409.0,16.0,0,unknown,0
64.0,retired,divorced,secondary,no,702.0,no,no,cellular,8,feb,173.0,2.0,1,success,1
56.0,retired,single,primary,no,770.0,no,no,unknown,9,jun,50.0,2.0,0,unknown,0
46.0,services,married,unknown,no,316.0,no,no,cellular,16,jul,43.0,2.0,0,unknown,0
49.0,management,married,tertiary,no,178.0,yes,yes,cellular,14,jul,109.0,2.0,0,unknown,0
45.0,technician,single,secondary,no,3957.0,yes,no,cellular,21,nov,189.0,1.0,0,unknown,0
44.0,admin.,married,secondary,no,425.0,yes,yes,unknown,3,jun,34.0,32.0,0,unknown,0
27.0,blue-collar,married,secondary,no,-3.0,yes,no,unknown,29,may,758.0,2.0,0,unknown,0
35.0,management,single,tertiary,no,505.0,yes,no,cellular,6,may,141.0,1.0,0,unknown,0
18.0,student,single,secondary,no,1680.0,no,no,telephone,16,apr,123.0,1.0,0,unknown,0
40.0,blue-collar,married,secondary,no,55.0,yes,no,unknown,28,may,251.0,1.0,0,unknown,0
52.0,blue-collar,married,primary,no,2272.0,no,no,cellular,25,aug,127.0,9.0,0,unknown,0
24.0,services,single,secondary,no,-73.0,yes,no,unknown,4,jun,151.0,1.0,0,unknown,0
24.0,admin.,single,secondary,no,52.0,yes,no,cellular,14,may,244.0,2.0,0,unknown,0
35.0,admin.,single,secondary,no,-5.0,no,yes,cellular,7,jul,470.0,1.0,0,unknown,0
56.0,admin.,married,secondary,no,-2.0,yes,no,telephone,19,nov,167.0,2.0,0,unknown,0
52.0,self-employed,married,secondary,no,925.0,no,no,cellular,24,jul,188.0,1.0,0,unknown,0
43.0,management,divorced,tertiary,no,645.0,yes,no,unknown,16,may,259.0,1.0,0,unknown,0
27.0,services,single,secondary,no,234.0,no,no,unknown,27,jul,0.0,1.0,0,unknown,0
47.0,services,divorced,primary,no,397.0,yes,no,telephone,15,may,81.0,1.0,0,unknown,0
38.0,blue-collar,single,tertiary,no,1825.0,no,no,cellular,15,jul,202.0,5.0,6,failure,0
28.0,student,single,secondary,no,198.0,yes,no,unknown,4,jun,72.0,2.0,0,unknown,0
29.0,management,married,tertiary,no,203.0,yes,yes,unknown,7,may,248.91681818181817,4.0,0,unknown,1
44.0,management,married,tertiary,no,628.0,yes,no,unknown,6,jun,114.0,1.0,0,unknown,0
58.0,retired,single,tertiary,no,304.0,yes,no,cellular,3,feb,127.0,5.0,3,other,0
45.0,entrepreneur,married,tertiary,no,2188.0,yes,no,cellular,19,nov,166.0,4.0,0,unknown,0
44.0,blue-collar,married,primary,no,1261.0,yes,no,cellular,11,may,50.0,8.0,1,success,0
33.0,technician,single,secondary,no,2919.0,no,no,cellular,14,aug,190.0,2.0,0,unknown,0
43.0,technician,married,secondary,no,289.0,yes,no,unknown,15,may,212.0,4.0,0,unknown,0
34.0,services,married,secondary,no,-346.0,yes,no,unknown,27,may,331.0,5.0,0,unknown,0
22.0,admin.,single,tertiary,no,-1.0,yes,no,cellular,7,sep,94.0,1.0,2,success,0
35.0,management,single,tertiary,yes,-1976.0,yes,yes,cellular,11,aug,214.0,1.0,0,unknown,0
37.0,management,married,tertiary,no,54.0,no,no,cellular,19,aug,182.0,2.0,0,unknown,0
53.0,admin.,married,secondary,no,4464.0,yes,no,unknown,14,may,180.0,3.0,0,unknown,0
35.0,management,divorced,tertiary,no,40.0,yes,no,unknown,13,may,189.0,6.0,0,unknown,0
46.0,management,married,secondary,no,647.0,yes,no,unknown,14,may,160.0,3.0,0,unknown,0
49.0,management,divorced,tertiary,no,2107.0,no,yes,cellular,21,jul,359.0,1.0,0,unknown,0
50.0,management,married,tertiary,no,3362.0,no,no,telephone,20,nov,279.0,6.0,2,failure,0
41.0,admin.,single,secondary,no,-245.0,yes,yes,cellular,18,nov,115.0,2.0,2,success,0
57.0,blue-collar,married,primary,no,1464.0,no,no,unknown,13,may,77.0,2.0,0,unknown,0
26.0,admin.,married,tertiary,no,366.0,yes,no,unknown,16,may,187.0,1.0,0,unknown,0
54.0,blue-collar,married,primary,no,1271.0,no,no,cellular,18,aug,127.0,3.0,0,unknown,0
28.0,self-employed,married,tertiary,no,224.0,yes,yes,unknown,12,may,214.0,3.0,0,unknown,0
30.0,technician,married,secondary,no,2558.0,no,no,cellular,6,aug,285.0,3.0,0,unknown,0
40.0,blue-collar,married,primary,no,2402.0,yes,no,unknown,19,may,204.0,1.0,0,unknown,0
29.0,blue-collar,single,secondary,yes,-8.0,yes,yes,unknown,11,jun,132.0,16.0,0,unknown,0
34.0,admin.,married,secondary,no,2.0,yes,no,cellular,25,may,181.0,1.0,0,unknown,0
57.0,technician,married,secondary,no,1431.4808641647646,no,no,cellular,22,aug,525.0,6.0,0,unknown,0
48.0,entrepreneur,married,tertiary,no,1.0,yes,no,cellular,13,may,212.0,1.0,0,unknown,0
55.0,management,divorced,primary,no,23.0,yes,no,cellular,13,may,177.0,4.0,2,other,0
55.0,admin.,divorced,unknown,no,259.0,no,no,cellular,11,jul,1321.0,2.0,0,unknown,1
24.0,services,single,secondary,no,1303.0,yes,yes,cellular,18,may,96.0,2.0,0,unknown,0
47.0,management,divorced,tertiary,no,17962.0,yes,no,cellular,1,sep,124.0,1.0,5,success,1
43.0,housemaid,married,secondary,no,146.0,no,no,telephone,28,jul,305.0,7.0,0,unknown,0
46.0,technician,married,secondary,no,4952.0,yes,no,unknown,16,may,62.0,1.0,0,unknown,0
44.0,management,single,tertiary,no,780.0,no,no,telephone,18,may,42.0,9.0,0,unknown,0
42.0,blue-collar,married,secondary,no,788.0,yes,no,cellular,6,apr,156.0,1.0,0,unknown,0
35.0,blue-collar,single,secondary,no,2582.0,yes,no,cellular,8,apr,1698.0,2.0,3,failure,1
33.0,self-employed,married,tertiary,no,267.0,no,no,cellular,4,may,102.0,2.0,0,unknown,0
52.0,admin.,divorced,secondary,no,555.0,yes,no,cellular,25,jul,286.0,1.0,0,unknown,0
25.0,technician,single,tertiary,no,4253.0,yes,no,cellular,4,feb,333.0,6.0,0,unknown,0
53.0,unemployed,divorced,secondary,no,82.0,yes,no,cellular,17,jul,437.0,2.0,0,unknown,0
34.0,admin.,single,secondary,no,-4.0,yes,no,unknown,29,may,137.0,4.0,0,unknown,0
35.0,services,single,secondary,no,2882.0,no,no,cellular,26,may,291.0,1.0,1,success,1
37.0,blue-collar,single,primary,no,-3.0,no,no,unknown,18,jun,377.0,2.0,0,unknown,0
30.0,blue-collar,married,secondary,no,32.0,no,no,unknown,4,jul,179.0,2.0,0,unknown,0
34.0,services,married,secondary,no,-1006.0,yes,yes,cellular,20,apr,216.0,2.0,0,unknown,0
33.0,technician,married,secondary,no,13.0,no,no,cellular,22,aug,326.0,6.0,0,unknown,0
51.0,management,divorced,tertiary,no,10.0,no,no,unknown,2,jun,208.0,4.0,0,unknown,0
29.0,blue-collar,married,secondary,no,-1498.0,yes,no,unknown,27,may,147.0,2.0,0,unknown,0
51.0,technician,divorced,secondary,no,1949.0,no,no,cellular,13,aug,109.0,1.0,0,unknown,0
30.0,technician,single,secondary,yes,329.0,no,no,cellular,12,aug,127.0,2.0,0,unknown,0
38.0,services,married,secondary,no,812.0,yes,yes,cellular,11,may,177.0,2.0,0,unknown,0
28.0,admin.,single,secondary,no,280.0,yes,no,cellular,30,jul,50.0,11.0,0,unknown,0
40.0,management,single,tertiary,no,223.0,yes,no,unknown,8,may,79.0,2.0,0,unknown,0
50.0,housemaid,divorced,secondary,no,332.0,yes,no,unknown,17,jun,416.0,9.0,0,unknown,0
25.0,services,single,secondary,no,-78.0,yes,no,cellular,15,may,144.0,1.0,1,failure,0
27.0,blue-collar,single,secondary,no,1107.0,yes,no,unknown,16,may,830.0,2.0,0,unknown,0
30.0,services,married,tertiary,no,76.0,no,no,cellular,22,apr,145.0,1.0,0,unknown,1
49.0,services,married,primary,no,308.0,yes,no,cellular,13,may,658.0,5.0,0,unknown,1
51.0,technician,married,tertiary,no,197.0,yes,yes,cellular,3,feb,123.0,2.0,1,failure,0
42.0,retired,married,primary,no,217.0,no,no,cellular,24,jul,214.0,2.0,0,unknown,0
36.0,admin.,single,secondary,no,320.0,no,no,cellular,21,jul,150.0,1.0,3,other,1
37.0,admin.,married,secondary,no,-427.0,yes,yes,cellular,10,jul,141.0,1.0,0,unknown,0
37.0,services,married,secondary,no,1743.0,yes,no,unknown,26,may,111.0,1.0,0,unknown,0
31.0,technician,single,tertiary,no,2189.0,no,no,cellular,20,nov,348.0,2.0,0,unknown,0
39.0,technician,single,tertiary,no,1616.0,no,no,unknown,9,jun,342.0,1.0,0,unknown,0
26.0,technician,single,tertiary,no,324.0,no,no,cellular,3,feb,253.06723338485318,1.0,0,unknown,0
38.0,entrepreneur,married,secondary,no,46.0,no,no,cellular,26,aug,79.0,6.0,0,unknown,0
57.0,retired,married,primary,no,2726.0,no,no,unknown,16,jun,133.0,1.0,0,unknown,0
31.0,services,married,secondary,no,-164.0,yes,no,cellular,21,jul,192.0,2.0,0,unknown,0
32.0,services,single,unknown,no,922.0,yes,no,cellular,18,may,166.0,2.0,0,unknown,0
37.0,services,married,secondary,no,418.0,no,yes,telephone,5,feb,0.0,5.0,0,unknown,0
37.0,services,single,secondary,no,249.0,yes,no,cellular,8,apr,414.0,2.0,3,failure,0
47.0,technician,married,unknown,no,2101.0,yes,no,cellular,17,nov,483.0,2.0,1,failure,0
52.0,management,married,tertiary,no,443.0,no,no,cellular,3,mar,125.0,4.0,4,other,0
47.0,management,married,secondary,no,766.0,yes,no,unknown,16,jul,0.0,1.0,0,unknown,0
32.0,technician,married,tertiary,no,6846.0,no,no,cellular,20,nov,773.0,1.0,10,other,1
39.0,management,single,tertiary,no,4.0,no,no,cellular,31,jul,160.0,5.0,0,unknown,0
28.0,technician,married,tertiary,no,1388.0,no,no,cellular,25,aug,129.0,8.0,0,unknown,0
30.0,management,single,tertiary,no,0.0,no,no,cellular,4,feb,410.0,2.0,0,unknown,0
33.0,admin.,married,secondary,no,1474.0,no,no,cellular,15,may,61.0,2.0,0,unknown,0
44.0,blue-collar,married,secondary,no,1392.0,yes,no,cellular,17,apr,122.0,2.0,0,unknown,0
38.0,blue-collar,married,secondary,no,138.0,yes,no,unknown,4,jun,26.0,2.0,0,unknown,0
36.0,unemployed,divorced,secondary,no,6320.0,no,no,unknown,8,may,190.0,1.0,0,unknown,0
34.0,admin.,single,secondary,no,-5.0,yes,no,unknown,2,jun,18.0,2.0,0,unknown,0
27.0,blue-collar,married,secondary,no,4386.0,yes,no,cellular,30,apr,88.0,6.0,0,unknown,0
26.0,services,single,secondary,no,-218.0,no,yes,cellular,23,jul,1084.0,12.0,0,unknown,0
53.0,management,married,primary,no,616.0,no,yes,cellular,2,feb,106.0,1.0,1,failure,0
30.0,blue-collar,married,primary,no,5.0,yes,no,unknown,8,may,25.0,2.0,0,unknown,0
28.0,services,single,secondary,yes,-369.0,yes,no,cellular,18,jul,500.0,1.0,0,unknown,1
32.0,management,single,tertiary,no,1.0,yes,no,unknown,21,may,769.0,1.0,0,unknown,0
42.0,blue-collar,married,primary,no,-185.0,yes,no,cellular,17,apr,334.0,1.0,3,failure,0
21.0,technician,single,secondary,no,631.0,yes,no,cellular,5,may,231.0,1.0,0,unknown,0
41.0,admin.,married,secondary,no,974.0,yes,no,cellular,18,jul,66.0,7.0,0,unknown,0
37.0,blue-collar,married,primary,no,952.0,yes,no,unknown,30,may,144.0,1.0,0,unknown,0
58.0,retired,divorced,tertiary,no,468.0,no,no,cellular,7,jul,104.0,2.0,0,unknown,0
31.0,blue-collar,single,primary,no,839.0,yes,no,unknown,27,jun,235.0,8.0,0,unknown,0
58.0,retired,married,primary,no,171.0,no,no,cellular,11,aug,263.0,4.0,0,unknown,0
27.0,blue-collar,married,secondary,no,1022.0,yes,no,unknown,28,may,247.0,1.0,0,unknown,0
40.0,technician,married,tertiary,no,487.0,yes,no,unknown,5,may,171.0,1.0,0,unknown,0
28.0,admin.,married,secondary,no,687.0,yes,no,cellular,15,may,534.0,1.0,3,failure,1
53.0,blue-collar,married,secondary,no,534.0,no,no,cellular,4,aug,237.0,1.0,0,unknown,0
40.0,blue-collar,married,secondary,no,520.0,yes,no,cellular,6,apr,212.0,3.0,0,unknown,0
32.0,management,married,tertiary,no,1260.0,no,no,cellular,14,aug,487.0,1.0,0,unknown,0
25.0,technician,single,secondary,no,324.0,no,no,cellular,22,oct,717.0,3.0,0,unknown,1
35.0,self-employed,single,tertiary,no,256.0,no,no,cellular,5,feb,219.0,1.0,0,unknown,0
